part_id,damage_id,part_name,damage_severity,labor_hours,part_cost
0d3d4b5f-9817-45c9-1551-576f602fc8b8,8d80a224-0420-48cb-ed52-21c841ad38be,Hood,Severe,5.07,509.52
097ae879-cc70-4dd3-b101-5ca9260a804c,8d80a224-0420-48cb-ed52-21c841ad38be,Right Quarter Panel,Moderate,1.28,1628.58
29e41632-54fa-4be0-8128-3a8e401d0fe9,8d80a224-0420-48cb-ed52-21c841ad38be,Front Bumper,Moderate,5.7,1864.6
4e8f804b-a0fc-4410-bd6a-505429d3a363,8d80a224-0420-48cb-ed52-21c841ad38be,Trunk Lid,Minor,4.26,592.68
6ea7e4ee-ecf1-42ff-f412-79096cb02a3b,4784d4fe-92b3-4e92-1377-087f8167a85c,Windshield,Moderate,3.85,444.98
cf66912e-0cea-4b42-9f70-85f25fbcd04f,4784d4fe-92b3-4e92-1377-087f8167a85c,Left Quarter Panel,Moderate,4.8,1307.08
8eef6f25-7809-4436-6128-a1758bda47dd,4784d4fe-92b3-4e92-1377-087f8167a85c,Hood,Minor,2.29,1641.67
106189a7-1659-4d66-68d3-d8fa394b2fd4,4784d4fe-92b3-4e92-1377-087f8167a85c,Rear Sensor,Severe,1.94,1250.4
098f3cdb-159a-41d0-005e-8d6aaa1d5df2,4784d4fe-92b3-4e92-1377-087f8167a85c,Front Bumper,Moderate,0.59,1178.35
adb51b5c-59d6-4eb0-ba8d-3e59884a6784,4784d4fe-92b3-4e92-1377-087f8167a85c,Left Quarter Panel,Severe,3.06,1494.74
7ccf6132-3070-430f-fada-cc0b9dbedec6,4784d4fe-92b3-4e92-1377-087f8167a85c,Windshield,Minor,3.24,660.16
7e5be2df-c13e-43c3-17a5-49097e58fab6,476c5033-f244-496e-9b68-673155042edd,Front Bumper,Severe,6.39,693.63
4c7a6111-0134-4499-9ffd-be4f6e115227,476c5033-f244-496e-9b68-673155042edd,Hood,Severe,7.79,1721.54
ce2287b9-dfa9-43b4-6517-fd47c59f1db9,476c5033-f244-496e-9b68-673155042edd,Rear Bumper,Minor,4.85,1732.3
880e69d8-9d71-435f-7a09-fb982c5267bf,476c5033-f244-496e-9b68-673155042edd,Rear Sensor,Severe,5.96,336.34
47880f53-1f7f-490d-b509-d4c11ed14a85,476c5033-f244-496e-9b68-673155042edd,Windshield,Severe,1.02,1579.06
90fc7c97-d1c0-4c48-1dd7-e8245b6f7cdb,37392ab0-d04d-4df3-f372-1072c1fbbb95,Left Quarter Panel,Severe,6.89,525.7
2845a5bc-358a-4bb0-31a2-7e1549564460,37392ab0-d04d-4df3-f372-1072c1fbbb95,Hood,Moderate,6.24,1394.86
aebc328f-e5aa-449d-d53a-6249530b7b4a,37392ab0-d04d-4df3-f372-1072c1fbbb95,Rear Bumper,Severe,1.21,1038.16
2b4a4b05-6686-49eb-3e05-4f3b6906564c,37392ab0-d04d-4df3-f372-1072c1fbbb95,Left Quarter Panel,Moderate,4.12,920.63
85247e4a-f7ac-4517-61ba-49a24877a72f,ae2f09d1-fa04-4882-b99b-75249894d5d5,Left Door,Moderate,7.06,225.95
c1dab52e-ad26-4a8f-ec39-17525705a2cc,ae2f09d1-fa04-4882-b99b-75249894d5d5,Windshield,Minor,3.46,1685.51
49b96d34-30fb-4a1d-decc-ecc182567d30,ae2f09d1-fa04-4882-b99b-75249894d5d5,Hood,Minor,1.6,900.57
59ae500d-c3f1-4064-4c29-d3f6e805008c,ae2f09d1-fa04-4882-b99b-75249894d5d5,Left Door,Minor,2.63,785.93
b1d7762b-9e0b-4cc2-c58e-ebe764375619,ae2f09d1-fa04-4882-b99b-75249894d5d5,Tail Light Assy,Severe,5.16,1114.45
ceb4ce8b-a878-455f-2c46-0b1042208f87,cfcdc066-bb3e-4216-f926-31e47106433e,Tail Light Assy,Severe,5.07,1409.26
3f5895ea-5c6f-462c-9ca7-3a8ee074cee0,cfcdc066-bb3e-4216-f926-31e47106433e,Rear Bumper,Minor,2.39,1074.16
6e617332-0b86-4177-f7c4-0e7af084def1,cfcdc066-bb3e-4216-f926-31e47106433e,Hood,Severe,4.33,1316.1
a21c2cd4-242a-467c-4a1b-c31113ad030c,d270f3ae-caad-4aa3-03b6-2f9269cd9bdd,Left Door,Severe,2.51,1013.21
1c593e1b-df32-4ba8-b641-a13db341dbbd,d270f3ae-caad-4aa3-03b6-2f9269cd9bdd,Trunk Lid,Severe,7.46,541.85
bb77b1ea-a185-4cba-3764-080ce3b86be8,d270f3ae-caad-4aa3-03b6-2f9269cd9bdd,Right Quarter Panel,Severe,3.27,534.94
5cf74027-5dd5-43cf-336a-cd57579e5ac4,d270f3ae-caad-4aa3-03b6-2f9269cd9bdd,Hood,Moderate,5.99,1819.39
b4801d10-3aaa-441c-f64c-4d70ff459570,d270f3ae-caad-4aa3-03b6-2f9269cd9bdd,Rear Bumper,Moderate,6.52,1342.79
6a033fd4-dd36-49bd-b1a1-38c007da48da,d270f3ae-caad-4aa3-03b6-2f9269cd9bdd,Windshield,Moderate,5.79,1834.28
976bb39b-845c-4d67-0177-f5ea07ccb6c9,c20bf9ed-ef9f-4154-93bf-605f45ceb65e,Rear Bumper,Moderate,0.62,1063.42
ad6e672a-7ae9-4575-e3aa-31dac5ad7900,c20bf9ed-ef9f-4154-93bf-605f45ceb65e,Left Quarter Panel,Moderate,3.9,598.24
a3812fde-ec99-4c78-f11e-f94b22d5fb8d,c20bf9ed-ef9f-4154-93bf-605f45ceb65e,Right Quarter Panel,Moderate,2.64,856.53
ce80660d-1168-4f88-7d1d-1b8d882aabbd,c20bf9ed-ef9f-4154-93bf-605f45ceb65e,Front Bumper,Minor,1.33,1282.05
786bc1ee-a58c-4860-a063-893d56de13cc,c20bf9ed-ef9f-4154-93bf-605f45ceb65e,Left Quarter Panel,Moderate,6.81,645.07
981802bd-248e-4d0d-aef6-a791d53aee30,c20bf9ed-ef9f-4154-93bf-605f45ceb65e,Right Quarter Panel,Minor,2.41,893.73
6a15d63c-6ef9-4ef2-1070-eb14b4ee0295,66045b53-2496-44f8-f636-5251dab96944,Rear Bumper,Moderate,7.03,331.79
1598c04a-e41c-42f9-7128-586e638d13f0,66045b53-2496-44f8-f636-5251dab96944,Hood,Severe,0.87,694.5
9970cedd-fe75-4db4-0c56-14db99ca9e06,66045b53-2496-44f8-f636-5251dab96944,Right Quarter Panel,Severe,3.62,923.94
53759d4d-bb93-427a-c21c-fb20bd67123d,66045b53-2496-44f8-f636-5251dab96944,Left Door,Moderate,6.84,672.81
16d47266-b5ae-428f-d865-68ab46a532f8,66045b53-2496-44f8-f636-5251dab96944,Right Quarter Panel,Severe,5.83,953.06
ee087bc3-4945-4f1e-17c2-42138d5ca178,b0629d85-d669-4917-523c-8e0c1a3f9aad,Tail Light Assy,Moderate,4.27,1642.68
f33e1806-a590-405a-a782-6fad8e9d02d9,b0629d85-d669-4917-523c-8e0c1a3f9aad,Front Bumper,Moderate,0.88,1687.61
68eb52af-5bc6-4d2d-aa43-2fe3c5649d1e,b0629d85-d669-4917-523c-8e0c1a3f9aad,Windshield,Severe,1.63,3709.68
e68e05dd-db01-47d8-f8a5-e09ba8c22671,b0629d85-d669-4917-523c-8e0c1a3f9aad,Hood,Moderate,1.25,2275.09
f8cb3274-0439-4d56-1b2e-1b423f15675a,b0629d85-d669-4917-523c-8e0c1a3f9aad,Windshield,Moderate,1.75,3140.78
695a31bf-e41e-40f2-f87c-494579856c4f,b0629d85-d669-4917-523c-8e0c1a3f9aad,Front Bumper,Minor,6.19,3979.53
0f682426-6a0f-4ac2-cb2a-30ce85deaad0,a6a0009d-d3c8-478e-292b-9302645ef6f8,Front Bumper,Moderate,6.62,12769.44
c7f9568b-2faa-4867-f72e-eeed275a9f24,a6a0009d-d3c8-478e-292b-9302645ef6f8,Right Quarter Panel,Moderate,5.6,8678.9
921a8ac9-50d8-43fb-9548-2485a1c2daf7,a6a0009d-d3c8-478e-292b-9302645ef6f8,Windshield,Minor,6.68,1376.84
312fd3dc-c0bc-4f0b-8428-1b519ad7e241,6e6aaebc-6afc-4cbd-9cbe-ad825de8d034,Right Quarter Panel,Moderate,3.55,1043.48
9ebb0bcb-ab45-4cbc-3c2a-7a9eb94226e9,6e6aaebc-6afc-4cbd-9cbe-ad825de8d034,Left Quarter Panel,Moderate,6.16,201.75
c4590aa7-6eb6-4ef2-1363-b02f05f7cb0a,6e6aaebc-6afc-4cbd-9cbe-ad825de8d034,Windshield,Minor,6.61,1345.11
041c6f97-cdd7-41e1-16de-a07df03dc8e1,6e6aaebc-6afc-4cbd-9cbe-ad825de8d034,Tail Light Assy,Severe,5.52,1066.96
f759e538-37a6-4fa8-4c61-6f9ae38e2074,6e6aaebc-6afc-4cbd-9cbe-ad825de8d034,Trunk Lid,Minor,5.89,382.83
1d52506f-cdbd-4cc3-25c2-9e3aa8c19ffa,6e6aaebc-6afc-4cbd-9cbe-ad825de8d034,Rear Sensor,Moderate,3.65,687.85
dc195db8-9d57-415c-fe9e-c87e935a9415,16e9ff77-d73b-4816-1000-d8afb62d5aea,Left Door,Moderate,5.44,1809.84
04534970-5c9d-46cb-6514-46eaee9e8e2e,16e9ff77-d73b-4816-1000-d8afb62d5aea,Left Quarter Panel,Minor,5.4,491.41
b0d0780e-3d39-458d-2280-0c9a46b1db88,16e9ff77-d73b-4816-1000-d8afb62d5aea,Windshield,Moderate,4.83,359.03
a24d2cd3-1875-4533-ebf9-6a97d52b02a1,16e9ff77-d73b-4816-1000-d8afb62d5aea,Right Quarter Panel,Moderate,3.26,594.09
4e62a729-5a6b-4b16-0408-6852000a4c67,16e9ff77-d73b-4816-1000-d8afb62d5aea,Left Quarter Panel,Severe,6.34,238.04
011e8a33-256b-431c-6829-f620e2267c64,16e9ff77-d73b-4816-1000-d8afb62d5aea,Hood,Moderate,4.43,801.48
249ecfb8-0c78-4050-daa1-dedcab4d60de,16e9ff77-d73b-4816-1000-d8afb62d5aea,Hood,Severe,6.7,336.31
d649f4ae-332a-47ee-ae6b-cb07d25ee9dd,14a09e46-4ce7-43f3-2597-12f5427a0f47,Trunk Lid,Moderate,7.15,720.1
47d813d7-61e3-4b5b-e557-fdc005ffdbc5,14a09e46-4ce7-43f3-2597-12f5427a0f47,Left Quarter Panel,Minor,5.12,1296.85
cc631259-4e1d-4160-512e-5cba2e0f453c,4fab6249-855a-43ae-a7ff-2487e572e5d7,Windshield,Severe,1.44,1135.89
1534f870-904b-46c1-807c-332fb25a0433,4fab6249-855a-43ae-a7ff-2487e572e5d7,Left Door,Minor,4.17,1144.45
20ce7762-edd3-4ac3-9490-47644cfbffb4,4fab6249-855a-43ae-a7ff-2487e572e5d7,Left Quarter Panel,Moderate,1.65,1860.84
087a7b48-2d1c-482e-7f4b-73d0e3e1abb9,4fab6249-855a-43ae-a7ff-2487e572e5d7,Windshield,Severe,5.53,165.4
10409ad5-4faf-49c3-9262-be4a3e081270,4fab6249-855a-43ae-a7ff-2487e572e5d7,Windshield,Severe,4.61,926.36
42f85d56-51c6-4b5d-809a-e240f8dd06b9,af6ab77b-100e-4067-e616-64797c199f9e,Left Door,Moderate,3.3,695.62
6b829a8c-8f7b-48ea-f4e7-9ce7bd5244a6,af6ab77b-100e-4067-e616-64797c199f9e,Trunk Lid,Minor,5.49,180.62
9e52b190-34f5-4b80-8de9-7d30ff2e21b8,af6ab77b-100e-4067-e616-64797c199f9e,Rear Sensor,Severe,3.08,1878.87
04089289-62f7-445d-e39f-fa9bf9aaaf67,af6ab77b-100e-4067-e616-64797c199f9e,Rear Sensor,Minor,1.16,695.01
f926f8a9-0f8a-4425-020b-c4ae593e06c5,ebee35a0-5f74-4fd7-a520-959a9bfffee8,Rear Bumper,Minor,6.1,984.49
5a27e1ef-034e-417e-83f1-d78f630f0c28,ebee35a0-5f74-4fd7-a520-959a9bfffee8,Front Bumper,Moderate,1.72,1509.47
7e766c69-8464-4dd3-5774-60ed52f30e97,ebee35a0-5f74-4fd7-a520-959a9bfffee8,Trunk Lid,Severe,1,1343.88
1f4f0e15-21e2-4e4a-aca7-eea6a9f5ee2c,ebee35a0-5f74-4fd7-a520-959a9bfffee8,Left Door,Severe,4.42,959.7
35916377-61e7-43cc-fea2-74b8b40e6069,ebee35a0-5f74-4fd7-a520-959a9bfffee8,Trunk Lid,Minor,5.94,537.23
4a7c2bb9-c4dd-4753-6db7-0643712ce4e5,ebee35a0-5f74-4fd7-a520-959a9bfffee8,Windshield,Moderate,5.9,1492.94
eeec4fb1-fcf7-4d0c-9b26-23b320e740c7,68a39dbb-ed04-42ca-8ae1-edabc8ba2c0a,Tail Light Assy,Minor,3.82,436.35
340b7e8b-0ada-4290-3696-ed8bfcd522da,68a39dbb-ed04-42ca-8ae1-edabc8ba2c0a,Rear Bumper,Moderate,5.97,335.52
44d3a3b2-f9ce-4df6-b85f-91149b5485c4,68a39dbb-ed04-42ca-8ae1-edabc8ba2c0a,Trunk Lid,Severe,0.85,1457.3
e6890504-7ca6-4664-b834-df4b46c3895e,68a39dbb-ed04-42ca-8ae1-edabc8ba2c0a,Tail Light Assy,Severe,1.46,578.08
982a2c5a-bf0f-48b1-864a-8fde430160ea,c36988cf-1c5f-40b4-69ef-8b8eae90f999,Windshield,Minor,4.52,853.21
0615ee97-38a3-4359-8dd6-e6c333384b8e,c36988cf-1c5f-40b4-69ef-8b8eae90f999,Left Quarter Panel,Moderate,5.06,896.12
372fa4c4-4b38-4bf6-5874-6a2ea44d6a3a,c36988cf-1c5f-40b4-69ef-8b8eae90f999,Tail Light Assy,Moderate,6,828.97
363a24dc-88d1-43f1-dfa7-ae2e724db180,09035d09-7e36-455a-e9e7-489de529c41e,Left Quarter Panel,Severe,6.67,345.32
fb9b8799-ad7b-4d33-99c6-f8a66887ca91,09035d09-7e36-455a-e9e7-489de529c41e,Left Quarter Panel,Minor,5.52,1177.03
beba83a7-dcb7-48fe-769b-073f2353fbe1,09035d09-7e36-455a-e9e7-489de529c41e,Rear Bumper,Moderate,4.07,224.38
e7e9458b-9e08-4536-2e7e-6df766829915,09035d09-7e36-455a-e9e7-489de529c41e,Front Bumper,Moderate,4.48,1556.02
3eb3c9c0-dbbb-4f55-9e85-56ecf18e4b58,09035d09-7e36-455a-e9e7-489de529c41e,Front Bumper,Severe,4.75,1291.5
1c3ecaab-ebd9-4ec4-353c-1aeced634c1f,09035d09-7e36-455a-e9e7-489de529c41e,Tail Light Assy,Moderate,5.66,674.4
33c3b365-5d14-46d2-16c3-0b772535c579,be9a85a5-dc46-4599-3e4c-0736fcdc69a5,Rear Sensor,Minor,2.56,6690.1
e997d851-627f-4e45-2850-318a0f5c7e2a,be9a85a5-dc46-4599-3e4c-0736fcdc69a5,Left Door,Moderate,1.99,11440.99
40bd9e1e-f5ec-41be-1ca6-1cde85e4cc3a,be9a85a5-dc46-4599-3e4c-0736fcdc69a5,Left Quarter Panel,Minor,1.75,9704.67
93dec93d-6544-4125-f162-add353a537ad,1714ce67-9869-4470-0abf-94a0951af0ad,Tail Light Assy,Moderate,7.19,468.74
7c628d60-d1fd-424f-b875-f7068185140e,1714ce67-9869-4470-0abf-94a0951af0ad,Left Door,Moderate,1.75,1788.55
5e4ff70d-e3b7-4997-f0c1-13108c5c475e,1714ce67-9869-4470-0abf-94a0951af0ad,Left Quarter Panel,Severe,3.53,1409.47
921e978b-f52f-4b31-f0fc-cb80a0edc681,1714ce67-9869-4470-0abf-94a0951af0ad,Right Quarter Panel,Minor,3.83,1500.56
a8226ec2-6c6c-4685-6f00-ce4746a7980b,d51641d2-20ee-4a80-445b-b2fad6952863,Rear Bumper,Minor,7.03,2350.76
6d7512a2-ec05-40ea-8776-5d7ea395d758,d51641d2-20ee-4a80-445b-b2fad6952863,Right Quarter Panel,Minor,7.38,2738.09
3e8ecd03-89c0-42e0-885d-3c1042411328,d51641d2-20ee-4a80-445b-b2fad6952863,Left Quarter Panel,Minor,2.34,2417.68
aab8d0ad-f38c-4056-ecb2-90f059a7af3e,d51641d2-20ee-4a80-445b-b2fad6952863,Trunk Lid,Moderate,4.12,2545.62
c0fa46d7-83cb-432f-b2df-047ec985d83d,d51641d2-20ee-4a80-445b-b2fad6952863,Trunk Lid,Minor,4.12,4878.49
3c619d28-b2d8-4c5e-8232-853fc8415c65,d51641d2-20ee-4a80-445b-b2fad6952863,Windshield,Moderate,6.62,3932.71
becd2124-0782-474f-25cc-6ede28ed2ee5,621dec69-12f2-474b-84b5-770b7751f82c,Left Quarter Panel,Severe,5.27,6260.42
73818f33-a170-4e90-5654-909abb54f6d2,621dec69-12f2-474b-84b5-770b7751f82c,Front Bumper,Moderate,7.2,9198.52
ceb57bcd-8920-488b-31fb-d432d1cf056c,621dec69-12f2-474b-84b5-770b7751f82c,Left Quarter Panel,Moderate,6.28,6870.65
44b36e96-c8a2-419f-6433-a975419aeeac,621dec69-12f2-474b-84b5-770b7751f82c,Rear Sensor,Moderate,0.63,2291.25
74218ae8-8ca5-4b1c-f0f5-05d18a5d9d6d,621dec69-12f2-474b-84b5-770b7751f82c,Left Door,Severe,7.52,1751.85
7cc87419-c084-4646-3b3e-dee7f758ce3b,5e3aead3-2aa8-4e7f-bb7a-52d2c5a3a4f9,Trunk Lid,Minor,6.44,11489.18
5769b86a-f7d9-4268-7d82-d9efb4f97dca,5e3aead3-2aa8-4e7f-bb7a-52d2c5a3a4f9,Front Bumper,Minor,6.78,5530.16
06216046-7bad-4080-7582-4a98552e69b4,5e3aead3-2aa8-4e7f-bb7a-52d2c5a3a4f9,Hood,Moderate,5.73,10023.9
ad6494c2-64f8-4a4b-a68c-625ff6f137c2,c2734e04-cf3e-4221-19fc-9abc5bc1558d,Tail Light Assy,Minor,6.09,1876.77
23d7d769-8b47-4ea0-c55b-2883924ae516,c2734e04-cf3e-4221-19fc-9abc5bc1558d,Left Door,Minor,6.24,869.37
b2d26f4b-4e93-47ce-f648-d26e9c53d28f,c2734e04-cf3e-4221-19fc-9abc5bc1558d,Rear Sensor,Minor,2.65,589.97
8aa41d49-f98f-4961-2380-8df335c022a0,c2734e04-cf3e-4221-19fc-9abc5bc1558d,Windshield,Minor,5.73,919.03
66dd5b35-1304-45b7-1b56-cf42612e59ad,c2734e04-cf3e-4221-19fc-9abc5bc1558d,Tail Light Assy,Moderate,1.73,1338.32
c1cb6dd1-bdf8-4efe-3bfe-ee74e0918289,c2734e04-cf3e-4221-19fc-9abc5bc1558d,Tail Light Assy,Severe,4.11,975.14
e337f959-48a5-468b-731e-52d3db58283b,c2734e04-cf3e-4221-19fc-9abc5bc1558d,Hood,Moderate,1.58,1144.8
7a853afa-32ce-49b9-ca2e-569bbd559793,514af388-9f0e-484f-668d-8165dae3bae8,Front Bumper,Moderate,6.02,834.04
ff3f718f-7875-45fc-8bd3-d37a7ca8a3eb,514af388-9f0e-484f-668d-8165dae3bae8,Right Quarter Panel,Minor,7.68,382.96
38030ba8-7022-4f1d-8945-8a54c468ab4e,514af388-9f0e-484f-668d-8165dae3bae8,Windshield,Severe,6.07,978.29
376b2aed-bd91-4056-d9e3-ee170070e082,514af388-9f0e-484f-668d-8165dae3bae8,Left Door,Moderate,4.38,1786.48
e6d739a9-d0c4-49ce-71d4-12dbd88de518,514af388-9f0e-484f-668d-8165dae3bae8,Hood,Moderate,3.81,288.64
2e21a7ee-cf6c-42c9-0279-2977cb5d1363,514af388-9f0e-484f-668d-8165dae3bae8,Tail Light Assy,Moderate,5.26,583.98
70189e46-1854-4d8d-5056-444aecbd8487,abe54558-cba1-4f77-2f0e-864420e5ff9b,Left Door,Moderate,5.82,1755.15
e1ba2292-993b-4d04-f4c5-ae0ea258e7b4,abe54558-cba1-4f77-2f0e-864420e5ff9b,Tail Light Assy,Severe,7.5,1062.82
ba3c4144-0649-44bd-679b-baa04b46856e,d64228f5-2e25-4244-4655-a27ef662ac6f,Rear Bumper,Minor,6.66,1517.42
c1edd13d-65b2-43ce-cf99-24089ae64ead,d64228f5-2e25-4244-4655-a27ef662ac6f,Hood,Moderate,2.64,8320.85
71d4fbab-5138-4d03-0fd4-74d4147474dd,d64228f5-2e25-4244-4655-a27ef662ac6f,Tail Light Assy,Minor,5.15,7474.43
30829313-4549-4277-b27a-53110f918db6,76576536-33de-4fb0-6021-fdfebf87e0bb,Rear Sensor,Minor,2.79,1282.72
87f55c22-f4d6-43be-9230-a359c8aa2165,76576536-33de-4fb0-6021-fdfebf87e0bb,Tail Light Assy,Severe,1.82,1566.93
3604ea3c-7ab2-4d65-a477-a33c4876210f,abe3b122-f3fa-4651-9932-17856de423a4,Left Door,Severe,5.7,764.59
6a29f8cd-da89-4bd3-b4d1-67183f9caa4c,abe3b122-f3fa-4651-9932-17856de423a4,Left Door,Moderate,1.02,744.15
ce87794a-af4b-4e31-86b1-4d4e83cb607b,abe3b122-f3fa-4651-9932-17856de423a4,Hood,Severe,7.05,1704.27
c51179ea-98b2-4de6-61de-9a0489d56ca4,abe3b122-f3fa-4651-9932-17856de423a4,Tail Light Assy,Moderate,3.82,1456.21
6e044c72-24cb-4d9c-f07e-53bbd531bc6a,abe3b122-f3fa-4651-9932-17856de423a4,Hood,Minor,3.49,1196.81
6071d1f4-7df2-4a94-999f-48c246e1674c,abe3b122-f3fa-4651-9932-17856de423a4,Windshield,Severe,1.04,1572.41
788ee4a5-4f77-436d-69a3-d1bcac1d7153,abe3b122-f3fa-4651-9932-17856de423a4,Rear Bumper,Moderate,6.43,1110.51
522bc1f8-9004-462b-9561-876f02e55cd0,973c9a3c-222c-450d-9cd7-dbcfa2a1580e,Hood,Severe,4.87,1544.79
3caf42c6-8dfc-46bf-ab20-8f21a881fd46,973c9a3c-222c-450d-9cd7-dbcfa2a1580e,Left Quarter Panel,Minor,4.93,1431.04
35b4bfb4-651d-4bf4-e895-55bf0ac27a11,973c9a3c-222c-450d-9cd7-dbcfa2a1580e,Front Bumper,Minor,3.92,1633.51
5329c862-e631-46b4-8b0f-aee030b22d66,973c9a3c-222c-450d-9cd7-dbcfa2a1580e,Front Bumper,Moderate,2.73,682.95
56e35252-98cd-48df-9a72-df6646c17f49,973c9a3c-222c-450d-9cd7-dbcfa2a1580e,Tail Light Assy,Moderate,4.58,1500.31
44ae17fa-5ae0-42ed-592e-65d59685d440,973c9a3c-222c-450d-9cd7-dbcfa2a1580e,Left Quarter Panel,Severe,0.62,1889.4
47e8cd09-5722-4e24-76a8-0172adfb7756,973c9a3c-222c-450d-9cd7-dbcfa2a1580e,Rear Sensor,Severe,3.59,1755.53
4c91abe2-8646-4443-1df0-04ac20681a7e,695273bf-5656-4020-fe15-f583ac2a0c70,Trunk Lid,Moderate,2,877.71
818ea511-3a71-46e3-bdf2-261777322a68,695273bf-5656-4020-fe15-f583ac2a0c70,Trunk Lid,Moderate,4.6,820.85
e53c3f97-e748-4f76-e409-9927d1232225,c8a0e03a-811f-4ed2-0427-75e1593f3e11,Trunk Lid,Severe,7.56,1497.07
8cd81cc3-27dd-4190-f3b5-73344c90a0f0,c8a0e03a-811f-4ed2-0427-75e1593f3e11,Left Quarter Panel,Moderate,3.05,1807.8
b17c95f7-bff1-485c-cf5d-bd0bc76670a1,c8a0e03a-811f-4ed2-0427-75e1593f3e11,Right Quarter Panel,Moderate,2.92,1386.31
44c6de94-a7db-46c9-7dfe-82281e311d11,c8a0e03a-811f-4ed2-0427-75e1593f3e11,Tail Light Assy,Minor,1.45,1065.18
91520c6c-830d-452b-fc3f-bd3d1bb3836d,c8a0e03a-811f-4ed2-0427-75e1593f3e11,Rear Sensor,Severe,5.08,639.73
d021b037-2395-4e58-2eaa-31e4301e56fc,c8a0e03a-811f-4ed2-0427-75e1593f3e11,Windshield,Minor,2.48,852.98
e138f4fb-178c-4711-e16b-e2bfaf64e496,97d641ca-b1d6-4b67-7a8c-a8e454c86891,Left Quarter Panel,Minor,3.15,793.3
4d641fcc-3abd-4ea9-774d-e9d997aa2aa2,97d641ca-b1d6-4b67-7a8c-a8e454c86891,Windshield,Minor,2.13,675.97
282e04a2-d7fe-4af2-6012-fbc2a1cd8e0a,97d641ca-b1d6-4b67-7a8c-a8e454c86891,Windshield,Minor,6.35,1100.78
773e2b81-364d-424a-7acc-d3c7f787c778,97d641ca-b1d6-4b67-7a8c-a8e454c86891,Left Quarter Panel,Minor,7.23,1733.52
aab2d492-18b0-4ca5-7d91-930b0c576c5e,97d641ca-b1d6-4b67-7a8c-a8e454c86891,Right Quarter Panel,Moderate,0.56,656.73
1827e0c6-e09b-477f-0a1e-728887793791,97d641ca-b1d6-4b67-7a8c-a8e454c86891,Rear Bumper,Moderate,7.88,1113.63
c33e4a38-19c5-45b8-ce06-7967c4c8a64c,a22863d3-5485-41cb-fb0d-46856fd3fc44,Tail Light Assy,Severe,5.45,6697.02
de600476-d467-40eb-1abe-66eb162f2291,a22863d3-5485-41cb-fb0d-46856fd3fc44,Right Quarter Panel,Moderate,5.73,9733.21
43e51404-f129-4e3b-9dfe-416323add7ae,f01ba748-1223-48b0-e010-27d902b504c7,Left Door,Severe,3.21,525.26
19c77bb5-fdca-40a9-7a8c-f1d24a9149f6,f01ba748-1223-48b0-e010-27d902b504c7,Left Quarter Panel,Severe,7.82,892.03
61b90f81-8426-428c-a885-dd8f50d4d7de,f01ba748-1223-48b0-e010-27d902b504c7,Left Quarter Panel,Minor,5.55,922.55
f5d3214c-cc85-4fe9-0ca4-7a856070ed00,f01ba748-1223-48b0-e010-27d902b504c7,Tail Light Assy,Moderate,4.54,1487.08
b094bfbe-586b-4f0a-ea46-5d0c24ab5f2d,f01ba748-1223-48b0-e010-27d902b504c7,Tail Light Assy,Moderate,4.44,1062.15
42fb00e6-3dba-4040-b98c-1f0282856b77,f01ba748-1223-48b0-e010-27d902b504c7,Tail Light Assy,Moderate,1.98,1199.47
768d16ad-4559-4662-eeec-88ff0c0bf7f6,f01ba748-1223-48b0-e010-27d902b504c7,Right Quarter Panel,Minor,6.87,757
7d3e2bdc-7d17-4e63-0ee9-ed6dca03f00b,9f6b7373-3d31-4c3c-17f5-ca50a347fd44,Left Quarter Panel,Minor,0.83,908.23
57f69011-f36f-4456-8b88-6ce7364dacd1,9f6b7373-3d31-4c3c-17f5-ca50a347fd44,Rear Sensor,Minor,1.53,585.11
3b5c2ad9-cc2b-4f19-ced8-f145b2d98292,9f6b7373-3d31-4c3c-17f5-ca50a347fd44,Tail Light Assy,Minor,2.28,169.69
2c4de770-7096-44b6-8c5a-740c06555dac,e6980db3-bcb5-4246-57a7-c3e198434467,Left Quarter Panel,Severe,4.99,1870.12
63d09e4b-62f3-4e8b-75a6-9d17193b59da,e6980db3-bcb5-4246-57a7-c3e198434467,Left Door,Moderate,4.48,211.13
c18fb859-c788-4f2c-ec59-cfee41fa3cab,fae2f71c-9e87-4281-039d-e03d2873e4e5,Left Quarter Panel,Minor,0.83,551.66
4737a5a1-e861-47e5-b767-7eb4be9c6bee,fae2f71c-9e87-4281-039d-e03d2873e4e5,Trunk Lid,Minor,3.43,1069.46
b9aec8ea-3bb3-4f75-f73d-49d13c040941,fae2f71c-9e87-4281-039d-e03d2873e4e5,Left Quarter Panel,Moderate,0.89,163.67
0a5a3a34-c8de-4f28-8ea5-f686153af9ae,fae2f71c-9e87-4281-039d-e03d2873e4e5,Windshield,Moderate,4.96,1114.05
6107be02-1ba4-49c9-5662-9b148117f458,d5df078e-46da-40ad-b0d3-ae61ba29c431,Left Door,Moderate,6.19,599.54
ceb9f846-4385-436f-0972-61c9b16c482b,d5df078e-46da-40ad-b0d3-ae61ba29c431,Front Bumper,Moderate,4.11,1750.56
40cc9d81-6b4f-4e88-ab68-902eb479df57,d5df078e-46da-40ad-b0d3-ae61ba29c431,Front Bumper,Minor,7.19,151.11
