coverage_id,term_id,coverage_code,limit_per_occurrence,limit_per_person,deductible,rental_daily_limit,rental_max_days
37b22808-171c-47f7-2907-5fe60578d9c1,90036fe3-6add-47a2-8b2b-231357953aa3,RENT,1200,,,40,30
ac375c8a-9252-45f2-63f9-a0f6ad1c78c6,90036fe3-6add-47a2-8b2b-231357953aa3,TOW,150,,,,
0fabbef1-f01c-4fc6-b700-e6951d5dd4b1,f0aefd92-b3d3-48bb-e5d4-362b60d7d279,COLL,50000,,1000,,
81be11ba-0ea7-402c-0144-80af2df23895,f0aefd92-b3d3-48bb-e5d4-362b60d7d279,COMP,30000,,500,,
888817e0-4ddc-4ee4-93fd-fb3004c5fa45,f0aefd92-b3d3-48bb-e5d4-362b60d7d279,RENT,1200,,,40,30
5ed5a4a5-7053-470b-3610-19e92f25b9fa,707cd794-c6c9-4b3f-16b1-7896d1d8b4b6,COLL,25000,,1000,,
d16c0bc3-5e80-4634-851c-5392049408e3,707cd794-c6c9-4b3f-16b1-7896d1d8b4b6,COMP,30000,,250,,
415a1596-cc6d-4eb8-f591-69f938788b4a,707cd794-c6c9-4b3f-16b1-7896d1d8b4b6,RENT,1200,,,40,30
de996a20-0277-402d-c728-46a233c2bf9e,707cd794-c6c9-4b3f-16b1-7896d1d8b4b6,TOW,150,,,,
50e7c4ce-0144-457b-1a31-147d204fd35f,b65cbbea-51e3-4367-b215-9d4d5046c25e,COLL,30000,,500,,
533ca441-2ee5-42cd-7b86-9565347f646f,b65cbbea-51e3-4367-b215-9d4d5046c25e,COMP,30000,,500,,
d98fefc5-5c4b-49f1-5a21-80b74845fbb6,b65cbbea-51e3-4367-b215-9d4d5046c25e,RENT,1200,,,40,30
1d9a74af-6302-43b7-97bb-2920d16206ff,942507ea-8f2a-48ec-c3e6-ac11ce143ed7,COLL,25000,,500,,
dd36c78e-52b4-457d-12bc-ccb9e07eac7d,942507ea-8f2a-48ec-c3e6-ac11ce143ed7,COMP,30000,,500,,
a81f6d1c-4a13-42af-7d0a-0e32309cf210,942507ea-8f2a-48ec-c3e6-ac11ce143ed7,RENT,1200,,,40,30
6da83cd1-e130-46bb-2068-b3b8f57d2d5a,013961c5-9a61-43b7-4f5f-bb5d0fb56535,COLL,25000,,1000,,
c3d476a5-5aaf-4a6b-37fc-0786b3283af6,013961c5-9a61-43b7-4f5f-bb5d0fb56535,COMP,30000,,500,,
80446f2b-1b2d-48b8-7868-7109160da882,013961c5-9a61-43b7-4f5f-bb5d0fb56535,RENT,1200,,,40,30
89b1bd77-1f41-401c-b61c-904f8525022c,a14ce628-6114-4c7e-b07c-fa8f61d9c727,COLL,25000,,1000,,
d8847b5d-8756-4623-a159-05f8d7cf85ef,a14ce628-6114-4c7e-b07c-fa8f61d9c727,COMP,25000,,500,,
ea961cae-1d8b-45ab-7161-372e951af879,a14ce628-6114-4c7e-b07c-fa8f61d9c727,RENT,1200,,,40,30
844fed36-1b50-424f-a922-3cbae17bf8ab,a14ce628-6114-4c7e-b07c-fa8f61d9c727,TOW,150,,,,
6a9e2525-fb26-4069-c8f2-a3f83dd40345,08c2b452-d923-45fc-6809-9dfda38cbbe8,COLL,25000,,500,,
6f5e76d4-22c2-4083-68c2-f9738a72f7bf,08c2b452-d923-45fc-6809-9dfda38cbbe8,COMP,30000,,250,,
aa895876-1088-4f0f-b274-3c4cbacfb882,08c2b452-d923-45fc-6809-9dfda38cbbe8,RENT,1200,,,40,30
b609b69c-d506-4fe0-1989-22416c6b1525,08c2b452-d923-45fc-6809-9dfda38cbbe8,TOW,150,,,,
f85915ed-d749-4aa7-aa5d-527dd56c3e05,6b28e3c7-e4ff-4541-3daf-fc78a6a02e96,COLL,30000,,1000,,
caf32e90-c808-4910-2385-fab72b2e3967,6b28e3c7-e4ff-4541-3daf-fc78a6a02e96,COMP,30000,,500,,
66e21acc-1019-43a5-2565-646f415b220a,6b28e3c7-e4ff-4541-3daf-fc78a6a02e96,RENT,1200,,,40,30
7373a32f-feb5-479c-5bc7-f854d19a6bf7,6b28e3c7-e4ff-4541-3daf-fc78a6a02e96,TOW,150,,,,
36c89fc1-5b63-4115-2341-f403888e2f4b,e5f87051-3362-4749-e191-f73a4292ca59,COLL,30000,,1000,,
d1a8506b-daf8-462e-f1bd-504aad1391fc,e5f87051-3362-4749-e191-f73a4292ca59,COMP,25000,,500,,
8e43153e-29ab-47a1-acb1-2481384914cc,e5f87051-3362-4749-e191-f73a4292ca59,RENT,1200,,,40,30
bdff7028-d9e8-42be-e96d-e8fcfd33eed1,7174840f-e0a5-4641-3e97-e122158b5c5e,COLL,30000,,500,,
a8844a9a-0159-4c35-f234-c6b2d47c718a,7174840f-e0a5-4641-3e97-e122158b5c5e,COMP,30000,,500,,
524629ff-03c9-4837-39c6-bf66e76e2b96,7174840f-e0a5-4641-3e97-e122158b5c5e,RENT,1200,,,40,30
c1eafd68-b8c8-491a-6855-4310cae1d1b5,7174840f-e0a5-4641-3e97-e122158b5c5e,TOW,150,,,,
f5641fb7-f74b-4fce-c6fd-bbeb84de3368,8c4c0a9c-e9e0-464d-5533-05575a0b2c28,COLL,50000,,1000,,
fd15c728-dcc5-4681-7508-8c04983941ff,8c4c0a9c-e9e0-464d-5533-05575a0b2c28,COMP,25000,,500,,
a0a1f13a-e691-4be1-413b-fc071ac9ba6f,8c4c0a9c-e9e0-464d-5533-05575a0b2c28,RENT,1200,,,40,30
461470a3-c259-4678-7f4c-7a7caf927d0f,a1e44c62-b0cf-484a-e1b6-2272f424170f,COLL,30000,,1000,,
ef9a8c8a-de82-4547-e629-4530a1f3bfd2,a1e44c62-b0cf-484a-e1b6-2272f424170f,COMP,25000,,500,,
07ccbbd0-3869-442d-3995-cff6e2269f26,a1e44c62-b0cf-484a-e1b6-2272f424170f,RENT,1200,,,40,30
c1379468-9e54-4166-98eb-07d92fa39fc8,a1e44c62-b0cf-484a-e1b6-2272f424170f,TOW,150,,,,
7d14b3a4-a21e-4f29-3fe1-69ff2dacf40a,5c462069-a0de-417b-2b00-8e8b95da14ff,COLL,25000,,1000,,
582b818c-f37b-414c-440a-ab2537d6c1ec,5c462069-a0de-417b-2b00-8e8b95da14ff,COMP,30000,,500,,
cb56b555-d751-4005-c381-d5637431f253,5c462069-a0de-417b-2b00-8e8b95da14ff,RENT,1200,,,40,30
1226e607-16e8-45d4-190b-b27d5e435384,5c462069-a0de-417b-2b00-8e8b95da14ff,TOW,150,,,,
ef39b949-f336-4064-03e1-e92d6cb0eaa9,9483702a-c9ab-4e9e-ba03-7000708d3e3c,COLL,50000,,1000,,
42cd008e-7fcb-4678-6f36-7e57fc890807,9483702a-c9ab-4e9e-ba03-7000708d3e3c,COMP,30000,,250,,
ac75b94a-b462-4be3-48d6-4228db203268,9483702a-c9ab-4e9e-ba03-7000708d3e3c,RENT,1200,,,40,30
c34f8f7e-0fd4-4712-fb55-4d43c0076089,9483702a-c9ab-4e9e-ba03-7000708d3e3c,TOW,150,,,,
af42ace8-3b7c-48e7-2eeb-53f723c7f52b,dbc619c6-3abd-47ff-d5e3-3b2a21646ad1,COLL,25000,,500,,
b5107049-58a8-4536-4a83-f105be9dcdc6,dbc619c6-3abd-47ff-d5e3-3b2a21646ad1,COMP,25000,,500,,
2ed44afe-4938-43cc-f613-ec9308289401,dbc619c6-3abd-47ff-d5e3-3b2a21646ad1,RENT,1200,,,40,30
9551a429-c4cc-453e-fb5f-2e94121589b9,dbc619c6-3abd-47ff-d5e3-3b2a21646ad1,TOW,150,,,,
764d379c-0a13-40bd-3cb2-19d4bd59c6a7,5a558f38-0367-4401-e137-55198a618c60,COLL,50000,,500,,
be22c00e-1e53-4e86-9757-267fd90777f1,5a558f38-0367-4401-e137-55198a618c60,COMP,25000,,500,,
1e46a13e-c924-4302-6208-ef20fee27537,5a558f38-0367-4401-e137-55198a618c60,RENT,1200,,,40,30
29b52d7c-b203-46ed-6b8b-9c80b903fd9a,5a558f38-0367-4401-e137-55198a618c60,TOW,150,,,,
9027cc31-f46f-4ea8-b5e6-1648f560841d,24204048-f0ae-45c2-1660-ac087921bc6f,COLL,50000,,500,,
1da4c03d-57ff-446f-06bf-46783196f73e,24204048-f0ae-45c2-1660-ac087921bc6f,COMP,30000,,500,,
90038a02-4800-42c2-663a-9bbdfe3c3c2b,24204048-f0ae-45c2-1660-ac087921bc6f,RENT,1200,,,40,30
737804ea-c9c2-43ef-aa2a-c56191502352,b00030f3-694e-4d47-b33b-3bffa0a9435f,COLL,25000,,500,,
9793c732-5f34-422e-abcc-726d8ad52c80,b00030f3-694e-4d47-b33b-3bffa0a9435f,COMP,30000,,250,,
260826ec-9aa0-4222-ed4a-42fccdbfd53b,b00030f3-694e-4d47-b33b-3bffa0a9435f,RENT,1200,,,40,30
fcb96aec-e1f2-48c0-b532-2b09c7a6db36,b00030f3-694e-4d47-b33b-3bffa0a9435f,TOW,150,,,,
5aa2c17a-0cd7-48e4-33b7-f9bd7af97476,5c19f660-eddf-4919-ff71-8453e03e8ad8,COLL,25000,,500,,
2212b251-43e7-438a-f217-94be8db2ea98,5c19f660-eddf-4919-ff71-8453e03e8ad8,COMP,30000,,250,,
6324b178-114d-48fb-8597-47888a78b822,5c19f660-eddf-4919-ff71-8453e03e8ad8,RENT,1200,,,40,30
5a97edfe-ff28-4b5b-6fee-b827c24d1441,67a76ae5-6ee0-4302-dc1f-86fa186ebe73,COLL,50000,,500,,
4c77f833-b5a9-40ba-4f2a-c73ad19ab143,67a76ae5-6ee0-4302-dc1f-86fa186ebe73,COMP,30000,,250,,
7e46654e-ef21-4d8f-ed33-f3cc7707cca7,67a76ae5-6ee0-4302-dc1f-86fa186ebe73,RENT,1200,,,40,30
51d56163-61b8-4d25-3545-7f65b639e9a1,67a76ae5-6ee0-4302-dc1f-86fa186ebe73,TOW,150,,,,
d35e3a85-b50f-4422-92af-f115cd6824c5,b865c157-a75a-4a73-1091-547aa940eea4,COLL,50000,,500,,
c61313f9-5b42-49a9-3933-d577326b4349,b865c157-a75a-4a73-1091-547aa940eea4,COMP,30000,,500,,
1f69e35c-b49e-4f29-6f15-ae22d6e4f66d,b865c157-a75a-4a73-1091-547aa940eea4,RENT,1200,,,40,30
5e023d30-4008-4e81-92f9-d4e1a39c4c12,b865c157-a75a-4a73-1091-547aa940eea4,TOW,150,,,,
199f484e-e2b7-41f2-ea17-ea6d26337738,998c7dec-ecef-4ca3-3e57-d201c0e41ad2,COLL,50000,,500,,
9619a996-5be0-49cc-3134-32248177de40,998c7dec-ecef-4ca3-3e57-d201c0e41ad2,COMP,30000,,250,,
3129762e-cbb8-4d29-7aed-3adb6c3d4374,998c7dec-ecef-4ca3-3e57-d201c0e41ad2,RENT,1200,,,40,30
785b7dbc-71a6-4718-db42-73b31df77742,998c7dec-ecef-4ca3-3e57-d201c0e41ad2,TOW,150,,,,
ea9508c1-0f8c-4842-3a86-4822d3c13dd1,55786be6-34d7-4b5a-ba68-06362721a8f2,COLL,50000,,1000,,
38be6ee3-bb52-404c-16ff-2bd53c606f65,55786be6-34d7-4b5a-ba68-06362721a8f2,COMP,30000,,500,,
b3401351-1a29-4665-011d-a0a3c8a4d76e,55786be6-34d7-4b5a-ba68-06362721a8f2,RENT,1200,,,40,30
584cfc52-1896-4d70-2b96-ffe47710867c,55786be6-34d7-4b5a-ba68-06362721a8f2,TOW,150,,,,
a94864b1-d5ad-4af8-c68c-471c2f8c0c06,f06a7b39-0334-4bae-ac8a-0311dd997ce2,COLL,25000,,1000,,
3d260ba0-c051-4b3c-3962-2f63e3dd63be,f06a7b39-0334-4bae-ac8a-0311dd997ce2,COMP,25000,,250,,
01a3dfc9-457f-429c-9b83-af2862343061,f06a7b39-0334-4bae-ac8a-0311dd997ce2,RENT,1200,,,40,30
0cd035dd-aa65-47a2-c78e-c0d7aa85bf5c,f06a7b39-0334-4bae-ac8a-0311dd997ce2,TOW,150,,,,
2819b9b3-d611-480c-e055-04256d5e510b,becf7244-872e-478b-2db8-c3de0da7ba86,COLL,25000,,500,,
5ac6aa1d-87e3-46f8-4fb9-e968b0c87d3f,becf7244-872e-478b-2db8-c3de0da7ba86,COMP,30000,,250,,
7c60810b-5092-4158-45ba-dfb29e6ebd64,becf7244-872e-478b-2db8-c3de0da7ba86,RENT,1200,,,40,30
1421dd2a-aba8-4375-ddc2-0f0f988708be,116ef7e0-7305-4273-daba-9fc83bbb37df,COLL,50000,,1000,,
d719d3d6-b811-47a1-7082-fdbed1dc8524,116ef7e0-7305-4273-daba-9fc83bbb37df,COMP,30000,,500,,
be83da6b-919f-4970-25da-6d4b1a67c214,116ef7e0-7305-4273-daba-9fc83bbb37df,RENT,1200,,,40,30
a8f1adec-1490-4522-8ab6-0654e82c8808,ff708536-549e-4ef9-389c-853d5d07082c,COLL,25000,,500,,
2e56213e-8490-44ea-7db5-62c2dd9a9076,ff708536-549e-4ef9-389c-853d5d07082c,COMP,30000,,500,,
55c6a6e0-24ae-4ec4-ad01-0ea68385c6d5,ff708536-549e-4ef9-389c-853d5d07082c,RENT,1200,,,40,30
aef4b90c-abef-4e00-e00f-f606c4621560,90f3c553-3360-4d03-dcd5-e9e099bcd1eb,COLL,30000,,500,,
2be8727d-4e94-4679-5d39-dc50d2e9d255,90f3c553-3360-4d03-dcd5-e9e099bcd1eb,COMP,25000,,250,,
21bbc082-f4f6-4031-921a-a23226a4634e,90f3c553-3360-4d03-dcd5-e9e099bcd1eb,RENT,1200,,,40,30
1374b5d1-14ac-4749-a789-3e38b2c0e301,90f3c553-3360-4d03-dcd5-e9e099bcd1eb,TOW,150,,,,
e00ce984-de12-4f4e-772f-e53c538ae58a,b47f10f4-7c09-45fd-d4e5-f779ad8d3f76,COLL,25000,,500,,
16e89873-6197-4cc3-2cf1-44027ec11c8e,b47f10f4-7c09-45fd-d4e5-f779ad8d3f76,COMP,25000,,250,,
3e9663d2-a40d-4dc1-5048-767310b32d28,b47f10f4-7c09-45fd-d4e5-f779ad8d3f76,RENT,1200,,,40,30
d655624f-b28f-4fe5-2845-dfaf5ab817d4,c5ace505-5079-408e-587b-e18d451a782b,COLL,30000,,1000,,
bd18a261-91f7-4653-2768-0e88bb009088,c5ace505-5079-408e-587b-e18d451a782b,COMP,30000,,250,,
a256b883-d298-43cb-1771-d8e86fcd4f5c,c5ace505-5079-408e-587b-e18d451a782b,RENT,1200,,,40,30
f7ae1ad7-d025-4a2f-7bca-dc4422f425db,5f418fed-4743-42af-c280-b9310ef4ce45,COLL,25000,,500,,
dd644020-59bd-4ac6-28b7-b3076930487c,5f418fed-4743-42af-c280-b9310ef4ce45,COMP,25000,,500,,
da014f88-f3d7-4636-d9ba-d24aa324d478,5f418fed-4743-42af-c280-b9310ef4ce45,RENT,1200,,,40,30
9ec8b7bf-d58a-4987-b549-303048d598c9,5f418fed-4743-42af-c280-b9310ef4ce45,TOW,150,,,,
ba5253bf-c948-41d7-101d-1ee20dfbefd4,6cacae55-a2c8-473f-4143-cf6662ae10f2,COLL,25000,,1000,,
8de97f07-e558-46d8-7505-70c91aceb7fb,6cacae55-a2c8-473f-4143-cf6662ae10f2,COMP,30000,,250,,
5a503af1-4024-4c8b-70ef-86b365c1667c,6cacae55-a2c8-473f-4143-cf6662ae10f2,RENT,1200,,,40,30
09cb94eb-1f3f-4c7d-2818-289ab02537e2,6cacae55-a2c8-473f-4143-cf6662ae10f2,TOW,150,,,,
53cda7fd-5f0a-4749-cfb9-c5cded9793c0,ac114033-d1bb-482c-095a-c887b3416fd1,COLL,30000,,500,,
c2a73f1b-eafc-47d0-30c4-b06f21d1eb63,ac114033-d1bb-482c-095a-c887b3416fd1,COMP,25000,,500,,
c6a1e4c7-fc10-482b-b25a-b69a3f87586a,ac114033-d1bb-482c-095a-c887b3416fd1,RENT,1200,,,40,30
73ab4e5a-172a-4da2-4b9a-0627985c3b42,ccf861a8-b78f-47f2-788f-cd89b2be7f3b,COLL,50000,,500,,
fd9940fc-5d6e-4ab1-1726-f1eff1e6d3fe,ccf861a8-b78f-47f2-788f-cd89b2be7f3b,COMP,30000,,500,,
abe2a523-9b5f-4789-c803-412a88ed5e54,ccf861a8-b78f-47f2-788f-cd89b2be7f3b,RENT,1200,,,40,30
12bc2773-c1fe-4ca9-469e-ca260ee18e21,ccf861a8-b78f-47f2-788f-cd89b2be7f3b,TOW,150,,,,
e4d52634-6c80-43d0-4bbf-5be0ed77e098,05b64460-cfb2-4e8c-0dc7-3d313c7dc144,COLL,25000,,1000,,
ab2dbe6e-0358-4ed1-d476-d4ab93cae2db,05b64460-cfb2-4e8c-0dc7-3d313c7dc144,COMP,30000,,500,,
021d6971-cb26-4f02-2f1a-3b8fabe211d5,05b64460-cfb2-4e8c-0dc7-3d313c7dc144,RENT,1200,,,40,30
c82e8033-dd9d-4b2e-6f57-a50263756c29,05b64460-cfb2-4e8c-0dc7-3d313c7dc144,TOW,150,,,,
fdb62b3e-3f8b-4a8f-254d-ca34a7f9c371,c15461ca-1818-45b5-0a41-ce7d69f915f3,COLL,25000,,1000,,
f91ecc21-c4ed-4fba-0ef7-51c3eb99814f,c15461ca-1818-45b5-0a41-ce7d69f915f3,COMP,30000,,250,,
38e37e52-1c76-4fa9-78cf-a545d8b70139,c15461ca-1818-45b5-0a41-ce7d69f915f3,RENT,1200,,,40,30
aeae95a2-061e-47ec-d743-ee48583d2a47,c15461ca-1818-45b5-0a41-ce7d69f915f3,TOW,150,,,,
19d55649-eb91-43a8-0f94-3ec0e8cd524c,8020f232-19b0-41ff-66cd-248b62ae77cc,COLL,50000,,1000,,
29858004-fb51-4e76-55e7-14d4bb93b5c3,8020f232-19b0-41ff-66cd-248b62ae77cc,COMP,30000,,250,,
cb1fd752-d0fc-4059-8151-2a4cfaee2195,8020f232-19b0-41ff-66cd-248b62ae77cc,RENT,1200,,,40,30
4a554d24-3551-470d-6117-ef7ecaec7021,8020f232-19b0-41ff-66cd-248b62ae77cc,TOW,150,,,,
ca032ddc-ccf7-4f9e-26c9-dfa3661d89c2,9e98b4e0-9b3a-4fa1-95cc-33ac4826a9be,COLL,25000,,500,,
956f0e35-0a74-4864-60e0-c17dcfe04f87,9e98b4e0-9b3a-4fa1-95cc-33ac4826a9be,COMP,30000,,500,,
786ae9c4-847e-4f3d-68b0-e4126fad7c91,9e98b4e0-9b3a-4fa1-95cc-33ac4826a9be,RENT,1200,,,40,30
7b272654-d517-41d2-d60c-287bf4ad1493,73363ed3-7e00-45ff-4c6e-3fbfbfa69bd9,COLL,50000,,500,,
a3ab9632-e1a9-4ec3-eecd-69c9937bb3c2,73363ed3-7e00-45ff-4c6e-3fbfbfa69bd9,COMP,25000,,500,,
8729e848-02fc-4d01-d685-743b739f6ecc,73363ed3-7e00-45ff-4c6e-3fbfbfa69bd9,RENT,1200,,,40,30
7228a92d-5355-4b61-8378-5b5b1774fbad,491e942c-150f-4180-9b96-877c8b1dda44,COLL,30000,,1000,,
3c4f1c24-7714-49cf-f1c4-e6b65a14088c,491e942c-150f-4180-9b96-877c8b1dda44,COMP,30000,,250,,
f18c0e8f-64ac-43bf-79ec-e8ef8328903a,491e942c-150f-4180-9b96-877c8b1dda44,RENT,1200,,,40,30
c8d520bf-23e5-48f2-f424-f796140aa3e2,f89ba342-19d4-4dfb-12c0-a11be2090574,COLL,50000,,500,,
ce94e80e-bd79-46c9-222a-484d33a38e9a,f89ba342-19d4-4dfb-12c0-a11be2090574,COMP,25000,,500,,
27632485-df39-4673-b572-2afaafc966d5,f89ba342-19d4-4dfb-12c0-a11be2090574,RENT,1200,,,40,30
6096a055-00d9-459e-3d0f-d85c494f80fa,1798baa5-cc56-44d1-4bf6-e08b5ce9094d,COLL,25000,,500,,
9f9e2628-d050-4e31-4cfe-50ec2e263b34,1798baa5-cc56-44d1-4bf6-e08b5ce9094d,COMP,25000,,250,,
58cd51f1-bc5b-4f52-f613-471edf496800,1798baa5-cc56-44d1-4bf6-e08b5ce9094d,RENT,1200,,,40,30
41cdf2fb-5ea8-44d8-1388-3d7a58b99b28,d65f4c20-810e-4434-1a6e-db330b607e16,COLL,30000,,500,,
49db250f-b326-4220-f4ac-3e0bee5439f3,d65f4c20-810e-4434-1a6e-db330b607e16,COMP,30000,,500,,
14880fc8-7212-4aa4-3631-ef6fd69b3aa3,d65f4c20-810e-4434-1a6e-db330b607e16,RENT,1200,,,40,30
2aac5fb9-6f69-45fe-45a8-a1cba8c4f070,cc1126f6-0799-4c81-c4e0-ee14d6d01bac,COLL,50000,,1000,,
73ea4207-7789-42f7-c4e8-14e45f4be2d0,cc1126f6-0799-4c81-c4e0-ee14d6d01bac,COMP,30000,,500,,
ae298f55-0dae-4bf7-48f8-da8a3ac25ad0,cc1126f6-0799-4c81-c4e0-ee14d6d01bac,RENT,1200,,,40,30
3a41345a-47cd-461c-806b-bed584b959bd,cc1126f6-0799-4c81-c4e0-ee14d6d01bac,TOW,150,,,,
05ab89bd-b29c-49bf-dfa5-c17763ad2c79,6038ce8d-4fdc-49c4-d21c-51acb50501c4,COLL,50000,,500,,
1a6c5544-d7b4-4969-b827-f5629f9ad82a,6038ce8d-4fdc-49c4-d21c-51acb50501c4,COMP,25000,,250,,
6a59fdb8-a91f-4d05-aa9f-5abbb91c1645,6038ce8d-4fdc-49c4-d21c-51acb50501c4,RENT,1200,,,40,30
72aa3418-256e-4d61-fef0-7fee39c8ab91,5d724335-347a-4025-06c1-ecddca45d21c,COLL,50000,,1000,,
68de6e0f-5b6d-4a34-f831-12ec497c1c47,5d724335-347a-4025-06c1-ecddca45d21c,COMP,25000,,250,,
aac94d1b-44d6-430b-f66e-536c383c8b3b,5d724335-347a-4025-06c1-ecddca45d21c,RENT,1200,,,40,30
85af9372-9b37-41c6-55b6-97d964308fd8,1f9e0de5-8c60-4aae-e613-6e6d7d8e325a,COLL,50000,,1000,,
ae779871-25e1-4825-9c5d-a708324d6b19,1f9e0de5-8c60-4aae-e613-6e6d7d8e325a,COMP,25000,,500,,
f04dbc83-aac6-4994-336a-b26f0fc5939d,1f9e0de5-8c60-4aae-e613-6e6d7d8e325a,RENT,1200,,,40,30
28653ab6-a13f-4b4b-7428-c9074be9711d,1f9e0de5-8c60-4aae-e613-6e6d7d8e325a,TOW,150,,,,
117e505f-52cc-4430-ed51-546ca22b3577,e44ac96d-4669-43f0-3133-bba21d73b544,COLL,30000,,500,,
acb01f88-5249-4667-2201-45b99926360b,e44ac96d-4669-43f0-3133-bba21d73b544,COMP,25000,,500,,
94000bde-d797-4b8d-5909-e5d72f5f6c75,e44ac96d-4669-43f0-3133-bba21d73b544,RENT,1200,,,40,30
26cc00e0-dbab-483e-400b-ac83def4c1ec,e44ac96d-4669-43f0-3133-bba21d73b544,TOW,150,,,,
7abb5150-ef20-4911-f150-3b2f22f0238c,9e996008-9411-46a1-5fe7-fd5023d7d761,COLL,25000,,1000,,
263c79d3-0b34-4447-885b-d4361dc98c60,9e996008-9411-46a1-5fe7-fd5023d7d761,COMP,30000,,250,,
937f436d-e78b-402c-3e9a-2f651ffe07d6,9e996008-9411-46a1-5fe7-fd5023d7d761,RENT,1200,,,40,30
83394335-36bf-472c-ec33-704b9c85e98b,74e68ada-c938-4105-cea4-fea2866e1500,COLL,25000,,500,,
9b0ffc16-f7e2-4fd6-a040-61597a4ff56f,74e68ada-c938-4105-cea4-fea2866e1500,COMP,25000,,500,,
56bbf191-d837-4f4d-57f3-d08cee91ce44,74e68ada-c938-4105-cea4-fea2866e1500,RENT,1200,,,40,30
7eeeb6d4-7b6a-4777-3f0a-027489a1206a,74e68ada-c938-4105-cea4-fea2866e1500,TOW,150,,,,
51e0bc7b-ade4-4d8a-f615-b7a0d7e1fe5e,4fc6f91f-49c4-47b0-091e-075add1594ee,COLL,25000,,1000,,
30c6a4c7-9cea-4029-fd47-863c3d7fca5e,4fc6f91f-49c4-47b0-091e-075add1594ee,COMP,30000,,250,,
0502d6f5-b0e2-4580-17f8-05808bface0a,4fc6f91f-49c4-47b0-091e-075add1594ee,RENT,1200,,,40,30
8011262c-bd49-49c7-f331-2131b710b4d3,4fc6f91f-49c4-47b0-091e-075add1594ee,TOW,150,,,,
3be4920f-838c-47aa-fb3a-3bb0b31d1513,e7f38951-b6fd-4424-0430-543f26addea8,COLL,25000,,1000,,
ec5c5749-1bbd-42b3-d321-82be008fba1e,e7f38951-b6fd-4424-0430-543f26addea8,COMP,25000,,250,,
a61c6aa3-9290-4da2-2ab6-6174a4dca092,e7f38951-b6fd-4424-0430-543f26addea8,RENT,1200,,,40,30
689a7a0a-c263-4032-66d0-54ff073c3dce,f797a8a8-765a-4518-a9ed-ee797821c4c2,COLL,50000,,1000,,
74f2a2a3-7997-4786-5f0e-fa58a77a949a,f797a8a8-765a-4518-a9ed-ee797821c4c2,COMP,30000,,250,,
679d7b5b-d76f-45d2-b91f-7a6ce02c1140,f797a8a8-765a-4518-a9ed-ee797821c4c2,RENT,1200,,,40,30
f79401d5-ba2d-4006-3d9f-0915425b2f2b,31666af4-101f-4eaf-02fe-4919a34897e7,COLL,25000,,500,,
b5f0a591-a12a-4573-9a3b-f1776d41181a,31666af4-101f-4eaf-02fe-4919a34897e7,COMP,25000,,500,,
eada4402-bf4c-40f4-08a8-b59c1c4ad909,31666af4-101f-4eaf-02fe-4919a34897e7,RENT,1200,,,40,30
d6466ac8-5a47-492a-3d2d-8b440719f8d7,77564029-9ca7-4eae-686f-1483270f86c2,COLL,50000,,500,,
6b10e333-559d-43b1-e910-67fd8b748927,77564029-9ca7-4eae-686f-1483270f86c2,COMP,30000,,250,,
bb9afbdb-511d-4cee-b9cb-d23584eb4d68,77564029-9ca7-4eae-686f-1483270f86c2,RENT,1200,,,40,30
33fa5382-25c2-4709-9182-040c60f1fc25,77564029-9ca7-4eae-686f-1483270f86c2,TOW,150,,,,
bd95dfbd-58cb-465b-dae6-d394b66ab4ee,7971781d-675b-4aec-c7cb-bb286f6d0991,COLL,30000,,500,,
a3440dd3-2ef6-4720-8bcd-24a57e9c19b1,7971781d-675b-4aec-c7cb-bb286f6d0991,COMP,25000,,250,,
0d953aff-9196-4199-7779-dc3929cbffed,7971781d-675b-4aec-c7cb-bb286f6d0991,RENT,1200,,,40,30
907d5254-e41a-4b06-2eed-e31c2abdb915,7971781d-675b-4aec-c7cb-bb286f6d0991,TOW,150,,,,
69d49d00-899a-4988-23c7-146872bcb477,829a6958-a888-43c1-309b-fb3983d185f2,COLL,50000,,1000,,
b30a9fd4-3463-485c-4102-24f97fa5dd4c,829a6958-a888-43c1-309b-fb3983d185f2,COMP,30000,,500,,
06230aae-b7e8-48b6-81c3-472e3c992a2a,829a6958-a888-43c1-309b-fb3983d185f2,RENT,1200,,,40,30
788e31c0-cab1-4c13-7cfd-fdcbf561279f,829a6958-a888-43c1-309b-fb3983d185f2,TOW,150,,,,
054a76cb-5c83-4f18-facf-d629400e2859,7b326c85-ceb6-4f6e-4059-4faa5cb8b5c0,COLL,25000,,1000,,
5b4f8004-b15d-4670-b0ea-7db80c357f79,7b326c85-ceb6-4f6e-4059-4faa5cb8b5c0,COMP,25000,,500,,
405b6b97-95fd-486b-eb09-1b828619e72b,7b326c85-ceb6-4f6e-4059-4faa5cb8b5c0,RENT,1200,,,40,30
4e77d60e-c270-4a26-072e-18e9f9b65a6c,7b326c85-ceb6-4f6e-4059-4faa5cb8b5c0,TOW,150,,,,
a8edd4cf-da89-4ca4-2e41-95097b66102b,4b48aade-d653-4bcf-09a0-3f14288c94b3,COLL,50000,,1000,,
ba0322f7-ca13-4085-6467-e222a15d0eea,4b48aade-d653-4bcf-09a0-3f14288c94b3,COMP,25000,,500,,
068761be-835c-40b0-7942-802572cb451a,4b48aade-d653-4bcf-09a0-3f14288c94b3,RENT,1200,,,40,30
