exposure_id,claim_number,claimant_id,coverage_id,coverage_code,exposure_type,status,reserve_amount,paid_to_date,opened_at
50285f3c-774e-49c2-44b2-45e9571e0f92,CA-2026-1000070,313a932e-ca5a-4377-acd5-c2fbf4b8b2b8,31ffdff1-50dc-40d3-4d85-e739876447ad,COLL,Collision,Open,2849.65,0,2025-07-07T13:50:15Z
35164e70-6ea9-40ab-91f2-a678b14da9a3,CA-2026-1000070,313a932e-ca5a-4377-acd5-c2fbf4b8b2b8,2e577a57-f83e-4cfd-8905-775f63879433,RENT,Rental,Open,1200,0,2025-07-07T13:50:15Z
5fe862f6-38d2-44b7-7025-676c6b9a3752,CA-2026-1000071,5eb17cc2-947a-4e7c-3fc3-41c6467d909d,bd95dfbd-58cb-465b-dae6-d394b66ab4ee,COLL,Collision,PendingPayment,8548.95,8048.95,2025-11-30T10:30:29Z
151133ee-69af-4087-cd72-5689e6eea5ab,CA-2026-1000071,5eb17cc2-947a-4e7c-3fc3-41c6467d909d,0d953aff-9196-4199-7779-dc3929cbffed,RENT,Rental,Open,1200,0,2025-11-30T10:30:29Z
6f006249-9e3e-4918-fe64-dd1736480254,CA-2026-1000072,784c1a85-d95d-409f-d4d4-49add343fd99,fbcd6a45-a2f8-40e9-9660-52d39846eb7f,COLL,Collision,Open,10437.53,0,2025-07-25T00:46:26Z
39757e05-ddb5-44b7-0030-6e5472c57e12,CA-2026-1000073,a9b08f41-0fa8-4869-fb38-f0c1734615f4,737804ea-c9c2-43ef-aa2a-c56191502352,COLL,Collision,PendingPayment,1698.56,1198.56,2026-04-23T05:19:08Z
0a54e534-5f00-44eb-f2c9-d8669bb7ea11,CA-2026-1000073,a9b08f41-0fa8-4869-fb38-f0c1734615f4,260826ec-9aa0-4222-ed4a-42fccdbfd53b,RENT,Rental,Open,1200,0,2026-04-23T05:19:08Z
5e7a1579-adb9-4cf6-78d9-2c08d98ffd7b,CA-2026-1000074,5728c406-2a19-4c6b-40ce-3b158a834ac9,d6df39b3-a16d-4815-8f33-6ddbe3b796bc,COLL,Collision,Open,7249.07,0,2025-09-20T00:57:50Z
46653e06-22ea-4bdd-c278-ef434eee8ce4,CA-2026-1000075,c526777d-47f7-4e83-e998-3bfe62f63494,898ce0b4-843f-4ead-2f97-6a13b1ad5bb9,COLL,Collision,Open,6073.93,0,2026-05-16T23:27:21Z
2b4b0136-14f0-4066-0046-ddf15e8c6956,CA-2026-1000076,1ebc54fb-fd8f-4a95-28f2-10292d0264ca,aedaf078-94e9-4b0d-4a7a-924ce01bb6ff,COLL,Collision,Open,16430.23,0,2025-12-15T09:16:50Z
f5836cf1-e112-4ff1-cbcb-700cf75123bd,CA-2026-1000076,1ebc54fb-fd8f-4a95-28f2-10292d0264ca,da88654e-f799-4080-fa1f-e32f3b053df1,RENT,Rental,Open,1200,0,2025-12-15T09:16:50Z
0de7d7ef-925e-45e4-ed24-cbd98ce60fb9,CA-2026-1000077,95320e64-1e94-496a-845c-1dbe61a09f98,aedaf078-94e9-4b0d-4a7a-924ce01bb6ff,COLL,Collision,Open,6845.54,0,2026-01-01T13:01:08Z
02a5a142-24a7-4149-d1c8-e8d71002ef7a,CA-2026-1000078,339ac9da-fee8-4108-c2bc-d0739306ffd1,31ffdff1-50dc-40d3-4d85-e739876447ad,COLL,Collision,Open,1663.03,0,2025-10-02T10:59:31Z
2f3922bb-a8b1-45f1-e01b-8a255efb4c77,CA-2026-1000079,98a200f1-eb15-4681-7cc9-0f538bd8b987,3abec827-9774-4afb-cf20-80ece052ea06,COLL,Collision,Open,2081.25,0,2025-10-01T11:08:10Z
11805999-4054-4500-b100-867b23709d7f,CA-2026-1000080,b1d0f4ec-9e93-4950-fa00-0f0da2c31ad6,5c7f18a7-dde3-4beb-49c9-0164e6b8f111,COLL,Collision,Open,2898.84,0,2025-08-16T09:35:30Z
0053f9ef-a70f-42ac-b06e-1ce56be67205,CA-2026-1000081,e449b640-bb71-49e4-47e7-7ef67044e9b5,9bd85afd-f558-4281-cbe7-34cba61bdce7,COLL,Collision,Open,2501.21,0,2025-08-08T13:02:48Z
687370ce-822c-4d6f-937a-30359046077d,CA-2026-1000081,e449b640-bb71-49e4-47e7-7ef67044e9b5,c8756cc6-a80f-459b-2e7e-fcf4279cf38d,RENT,Rental,Open,1200,0,2025-08-08T13:02:48Z
ccfa78a8-8cb7-44fd-1f2d-97b3c78a3dd9,CA-2026-1000082,cb8ddef7-5e49-49a8-7d3b-5a6094b51a98,aedaf078-94e9-4b0d-4a7a-924ce01bb6ff,COLL,Collision,PendingPayment,28845.95,28345.95,2025-11-28T18:23:26Z
9b287d0d-d341-4ab3-87be-e7287d89e6e5,CA-2026-1000083,ba92c566-fa6e-412b-c23d-44cc44f43952,a6c46ad5-1e43-4865-6e71-d2ebe71de886,COLL,Collision,Open,4612.42,0,2026-05-02T14:21:26Z
8e9184a0-df2a-4d8a-7928-915a0d395d4f,CA-2026-1000083,ba92c566-fa6e-412b-c23d-44cc44f43952,515a2af2-23b2-4462-d45e-8eb8af0a1c70,RENT,Rental,Open,1200,0,2026-05-02T14:21:26Z
11f72108-c987-488d-0c58-49f2f28970b5,CA-2026-1000084,94746f2d-a7d2-4dc8-8aba-193288b8e9b5,2819b9b3-d611-480c-e055-04256d5e510b,COLL,Collision,Open,5263.39,0,2026-01-18T00:37:57Z
b392daf3-d520-44ac-1fbb-8e2b40074eb2,CA-2026-1000084,94746f2d-a7d2-4dc8-8aba-193288b8e9b5,7c60810b-5092-4158-45ba-dfb29e6ebd64,RENT,Rental,Open,1200,0,2026-01-18T00:37:57Z
f68e14f3-fb8e-4e61-8dc6-6becf6e9cb2e,CA-2026-1000085,3a4c2880-b49b-4abf-1460-aca672112697,d655624f-b28f-4fe5-2845-dfaf5ab817d4,COLL,Collision,Open,7634.95,0,2026-02-13T03:56:49Z
5eb9b920-3df0-4501-b536-d2af54106253,CA-2026-1000086,784c1a85-d95d-409f-d4d4-49add343fd99,9bd85afd-f558-4281-cbe7-34cba61bdce7,COLL,Collision,Open,7197.56,0,2025-12-12T13:58:14Z
95614ed4-9927-477f-0aa3-0b73f027e16b,CA-2026-1000087,dee90ccf-4cdd-4861-64b6-44f92442d67a,737804ea-c9c2-43ef-aa2a-c56191502352,COLL,Collision,PendingPayment,6543.96,6043.96,2025-07-07T22:13:31Z
4c17c65f-b5b8-42c6-65e4-0f0c6603f193,CA-2026-1000087,dee90ccf-4cdd-4861-64b6-44f92442d67a,260826ec-9aa0-4222-ed4a-42fccdbfd53b,RENT,Rental,Open,1200,0,2025-07-07T22:13:31Z
4c5691ef-7e37-46a0-6dc0-48a071ad326b,CA-2026-1000088,1ebc54fb-fd8f-4a95-28f2-10292d0264ca,6e3eb279-d382-4b42-8ac5-d9c58b9cc079,COLL,Collision,PendingPayment,2166.5,1666.5,2026-02-23T22:04:02Z
4cc6ff37-a5a5-4388-ae13-b94c75d8e9bd,CA-2026-1000088,1ebc54fb-fd8f-4a95-28f2-10292d0264ca,8a234368-1547-4df1-39ed-74a0d72140d4,RENT,Rental,Open,1200,0,2026-02-23T22:04:02Z
65767442-685d-481c-00ea-33fcce036708,CA-2026-1000089,1ede6406-2cbb-467f-7891-498c392580f4,893fb5a6-18bd-4582-97f6-ae4fc9061f4d,COLL,Collision,PendingPayment,2500.73,2000.73,2026-06-16T10:43:38Z
88284c65-5f1c-493a-3e9a-8caf5876b6cb,CA-2026-1000090,94746f2d-a7d2-4dc8-8aba-193288b8e9b5,499ffac8-e98f-41fb-a4be-856d4d8d1161,COLL,Collision,PendingPayment,4991.18,3991.18,2026-05-20T02:04:15Z
803b76a2-6537-4b6b-2463-587c574c6e7c,CA-2026-1000091,e0d9eb60-aa31-4527-c277-289d37a081e5,a6deb8bc-10ea-4d8f-5bbb-11c7c475b1b4,COLL,Collision,Open,5903.32,0,2026-02-14T14:55:54Z
36cdeba8-f670-41a8-6494-2134b8a00497,CA-2026-1000091,e0d9eb60-aa31-4527-c277-289d37a081e5,f70e9c3f-6513-448f-d001-fa6312557481,RENT,Rental,Open,1200,0,2026-02-14T14:55:54Z
38339142-16d5-45ff-bd6a-d4319604c770,CA-2026-1000092,56153ad0-90f1-4a1b-56f4-a12fd6cf1730,9bd85afd-f558-4281-cbe7-34cba61bdce7,COLL,Collision,PendingPayment,4792.54,4292.54,2026-04-11T03:44:35Z
34bde984-c4ed-4ff1-a9ce-31c728023ebb,CA-2026-1000093,5eb17cc2-947a-4e7c-3fc3-41c6467d909d,1c23c841-1634-45b0-5b9f-8d214f2adb41,COLL,Collision,Open,4812.1,0,2025-08-25T15:57:29Z
d683d9de-5331-4010-6ed0-5f740991eb35,CA-2026-1000094,a3580ee5-811d-4edb-9efe-2199c536265a,69d49d00-899a-4988-23c7-146872bcb477,COLL,Collision,Open,6459.81,0,2026-06-16T02:47:15Z
5416c3b8-c065-47d7-0d15-a82020946902,CA-2026-1000094,a3580ee5-811d-4edb-9efe-2199c536265a,06230aae-b7e8-48b6-81c3-472e3c992a2a,RENT,Rental,Open,1200,0,2026-06-16T02:47:15Z
ea2a9eba-df06-4b25-ff36-d62ec4eb948c,CA-2026-1000095,de0588bf-79a6-4b7b-d2cd-42485eff3fe1,fdb62b3e-3f8b-4a8f-254d-ca34a7f9c371,COLL,Collision,Open,4338.87,0,2025-07-17T04:03:43Z
10a37f7b-bfad-4d06-a911-1bb5c4d2dfeb,CA-2026-1000096,75bbe01b-e34c-4f45-0f82-e05c77995785,5fc2193c-7eee-49c7-bc3b-feac92dfe344,COLL,Collision,Open,4907.87,0,2025-10-12T17:22:39Z
4d0e7ab8-8765-4bae-51b6-323de9aaf2eb,CA-2026-1000097,7b591052-106f-4dcf-9304-2d6cbbffa801,ba5253bf-c948-41d7-101d-1ee20dfbefd4,COLL,Collision,Open,10424.36,0,2026-02-26T13:43:42Z
c2e4aa59-5c04-4d76-8813-cbba19adb640,CA-2026-1000097,7b591052-106f-4dcf-9304-2d6cbbffa801,5a503af1-4024-4c8b-70ef-86b365c1667c,RENT,Rental,Open,1200,0,2026-02-26T13:43:42Z
5cdd872e-d7dc-4d76-9810-d6c26bae4e36,CA-2026-1000098,f09cd40e-aa2f-49de-1581-ea399fe9dd70,5a97edfe-ff28-4b5b-6fee-b827c24d1441,COLL,Collision,PendingPayment,3281.55,2781.55,2026-08-20T08:42:29Z
9c8f0506-0c0a-492c-b385-ceafa774976c,CA-2026-1000098,f09cd40e-aa2f-49de-1581-ea399fe9dd70,7e46654e-ef21-4d8f-ed33-f3cc7707cca7,RENT,Rental,Open,1200,0,2026-08-20T08:42:29Z
f7c3926b-f040-4a47-45f7-e49f272aceef,CA-2026-1000099,9f22d230-eb4d-4be4-2072-b30c4b2dd91a,83394335-36bf-472c-ec33-704b9c85e98b,COLL,Collision,Open,6976.37,0,2025-11-02T16:32:12Z
